group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,EEF1G,18.818773,0.6448483,5.299785706256345e-79,1.2464356476132656e-76,0.9686706181202371,0.9661898569570871
0,RPL10,18.75803,0.33334205,1.6645314048500222e-78,3.8697485281030515e-76,0.9872988992379339,0.9967490247074122
0,RPL41,18.71195,0.5216537,3.9562718851959623e-78,9.093131267042448e-76,0.9745977984758679,0.9785435630689207
0,LEF1,18.697363,4.510574,5.20146627254609e-78,1.1820770430170472e-75,0.4479254868755292,0.036410923276983094
0,RPL19,18.66035,0.43811515,1.0404655919457865e-77,2.312577699197305e-75,0.983065198983912,0.9915474642392718
0,RPL10A,17.871023,0.54863536,1.983231571189713e-71,4.3132087912777564e-69,0.9678238780694327,0.9778933680104032
0,TC2N,17.506645,2.4046233,1.2749147051966313e-68,2.6583943120935116e-66,0.5520745131244708,0.1625487646293888
0,RPS5,17.372272,0.62618494,1.3381968998357831e-67,2.7618745404161785e-65,0.9695173581710415,0.9616384915474643
0,RPL18,17.367245,0.56484234,1.4607167956086297e-67,2.984288677573752e-65,0.97883149872989,0.9694408322496749
0,CAMK4,17.269121,3.0207949,8.035601609222153e-67,1.5934125308639927e-64,0.4707874682472481,0.09232769830949285
0,RPL4,17.124573,0.7032774,9.732138783554779e-66,1.8746879908207518e-63,0.9686706181202371,0.9330299089726918
0,LEPROTL1,16.636812,2.1821327,3.7716985314501533e-62,7.063553194176926e-60,0.5427603725656224,0.19700910273081926
0,RPS15,16.564512,0.41551924,1.2579434869529724e-61,2.3342353180835615e-59,0.9796782387806944,0.9863459037711313
0,RPS17,16.458529,0.58216673,7.284994583000854e-61,1.3274441480700476e-58,0.9737510584250635,0.9583875162548765
0,RPS26,16.402443,0.8277854,1.836976588031726e-60,3.316156193744355e-58,0.9483488569009314,0.8660598179453837
0,RPS8,16.401926,0.5334753,1.852692820592861e-60,3.316156193744355e-58,0.9754445385266723,0.9772431729518856
0,RPS21,16.24481,0.8720718,2.430938448517258e-59,4.312996584185093e-57,0.9237933954276037,0.823146944083225
0,MAML2,16.234558,2.0209513,2.873058015153794e-59,5.053084470826142e-57,0.5740897544453852,0.24382314694408322
